record_id,student_id,academic_year,level,term,record_date,academic_scores
277,S024,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 78, ""pendidikan_pancasila"": 79, ""bahasa_indonesia"": 75, ""matematika"": 66, ""bahasa_inggris"": 63, ""fisika"": 85, ""kimia"": 96, ""biologi"": 95, ""sosiologi"": 91, ""ekonomi"": 69, ""geografi"": 63, ""pjok"": 83, ""informatika"": 60, ""seni_dan_prakarya"": 87}"
278,S024,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 65, ""pendidikan_pancasila"": 78, ""bahasa_indonesia"": 100, ""matematika"": 98, ""bahasa_inggris"": 90, ""fisika"": 72, ""kimia"": 66, ""biologi"": 61, ""sosiologi"": 73, ""ekonomi"": 70, ""geografi"": 100, ""pjok"": 78, ""informatika"": 65, ""seni_dan_prakarya"": 90}"
279,S024,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 67, ""pendidikan_pancasila"": 79, ""bahasa_indonesia"": 85, ""matematika"": 90, ""bahasa_inggris"": 91, ""fisika"": 76, ""kimia"": 65, ""biologi"": 94, ""sosiologi"": 84, ""ekonomi"": 71, ""geografi"": 83, ""pjok"": 84, ""informatika"": 83, ""seni_dan_prakarya"": 71}"
280,S024,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 88, ""pendidikan_pancasila"": 62, ""bahasa_indonesia"": 76, ""matematika"": 88, ""bahasa_inggris"": 89, ""fisika"": 76, ""kimia"": 74, ""biologi"": 77, ""sosiologi"": 96, ""ekonomi"": 63, ""geografi"": 69, ""pjok"": 66, ""informatika"": 65, ""seni_dan_prakarya"": 82}"
281,S024,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 94, ""pendidikan_pancasila"": 86, ""bahasa_indonesia"": 97, ""matematika"": 74, ""bahasa_inggris"": 95, ""fisika"": 63, ""kimia"": 84, ""biologi"": 93, ""sosiologi"": 86, ""ekonomi"": 94, ""geografi"": 90, ""pjok"": 96, ""informatika"": 75, ""seni_dan_prakarya"": 90}"
282,S024,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 79, ""pendidikan_pancasila"": 65, ""bahasa_indonesia"": 85, ""matematika"": 62, ""bahasa_inggris"": 92, ""fisika"": 96, ""kimia"": 93, ""biologi"": 96, ""sosiologi"": 99, ""ekonomi"": 69, ""geografi"": 67, ""pjok"": 88, ""informatika"": 71, ""seni_dan_prakarya"": 70}"
283,S024,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 73, ""pendidikan_pancasila"": 72, ""bahasa_indonesia"": 68, ""matematika"": 62, ""bahasa_inggris"": 87, ""fisika"": 65, ""kimia"": 87, ""biologi"": 72, ""sosiologi"": 100, ""ekonomi"": 69, ""geografi"": 98, ""pjok"": 76, ""informatika"": 80, ""seni_dan_prakarya"": 64}"
284,S024,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 65, ""pendidikan_pancasila"": 84, ""bahasa_indonesia"": 95, ""matematika"": 85, ""bahasa_inggris"": 95, ""fisika"": 80, ""kimia"": 77, ""biologi"": 93, ""sosiologi"": 89, ""ekonomi"": 60, ""geografi"": 99, ""pjok"": 97, ""informatika"": 93, ""seni_dan_prakarya"": 86}"
285,S024,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 67, ""pendidikan_pancasila"": 86, ""bahasa_indonesia"": 69, ""matematika"": 69, ""bahasa_inggris"": 96, ""fisika"": 97, ""kimia"": 97, ""biologi"": 66, ""sosiologi"": 66, ""ekonomi"": 96, ""geografi"": 66, ""pjok"": 78, ""informatika"": 94, ""seni_dan_prakarya"": 82}"
286,S024,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 86, ""pendidikan_pancasila"": 76, ""bahasa_indonesia"": 84, ""matematika"": 91, ""bahasa_inggris"": 96, ""fisika"": 98, ""kimia"": 90, ""biologi"": 62, ""sosiologi"": 71, ""ekonomi"": 77, ""geografi"": 85, ""pjok"": 69, ""informatika"": 99, ""seni_dan_prakarya"": 98}"
287,S024,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 85, ""pendidikan_pancasila"": 62, ""bahasa_indonesia"": 85, ""matematika"": 81, ""bahasa_inggris"": 75, ""fisika"": 63, ""kimia"": 90, ""biologi"": 77, ""sosiologi"": 83, ""ekonomi"": 61, ""geografi"": 81, ""pjok"": 79, ""informatika"": 79, ""seni_dan_prakarya"": 77}"
288,S024,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 91, ""pendidikan_pancasila"": 66, ""bahasa_indonesia"": 74, ""matematika"": 68, ""bahasa_inggris"": 79, ""fisika"": 88, ""kimia"": 80, ""biologi"": 77, ""sosiologi"": 86, ""ekonomi"": 98, ""geografi"": 65, ""pjok"": 72, ""informatika"": 88, ""seni_dan_prakarya"": 73}"
289,S025,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 86, ""pendidikan_pancasila"": 91, ""bahasa_indonesia"": 93, ""matematika"": 83, ""bahasa_inggris"": 63, ""fisika"": 92, ""kimia"": 70, ""biologi"": 64, ""sosiologi"": 79, ""ekonomi"": 92, ""geografi"": 85, ""pjok"": 68, ""informatika"": 93, ""seni_dan_prakarya"": 96}"
290,S025,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 61, ""pendidikan_pancasila"": 71, ""bahasa_indonesia"": 72, ""matematika"": 72, ""bahasa_inggris"": 63, ""fisika"": 75, ""kimia"": 62, ""biologi"": 89, ""sosiologi"": 63, ""ekonomi"": 83, ""geografi"": 72, ""pjok"": 77, ""informatika"": 83, ""seni_dan_prakarya"": 89}"
291,S025,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 92, ""pendidikan_pancasila"": 85, ""bahasa_indonesia"": 100, ""matematika"": 67, ""bahasa_inggris"": 61, ""fisika"": 75, ""kimia"": 83, ""biologi"": 91, ""sosiologi"": 98, ""ekonomi"": 88, ""geografi"": 71, ""pjok"": 90, ""informatika"": 97, ""seni_dan_prakarya"": 95}"
292,S025,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 82, ""pendidikan_pancasila"": 82, ""bahasa_indonesia"": 70, ""matematika"": 76, ""bahasa_inggris"": 65, ""fisika"": 78, ""kimia"": 61, ""biologi"": 84, ""sosiologi"": 63, ""ekonomi"": 70, ""geografi"": 96, ""pjok"": 73, ""informatika"": 74, ""seni_dan_prakarya"": 74}"
293,S025,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 73, ""pendidikan_pancasila"": 77, ""bahasa_indonesia"": 86, ""matematika"": 92, ""bahasa_inggris"": 61, ""fisika"": 60, ""kimia"": 90, ""biologi"": 68, ""sosiologi"": 71, ""ekonomi"": 98, ""geografi"": 60, ""pjok"": 74, ""informatika"": 76, ""seni_dan_prakarya"": 98}"
294,S025,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 79, ""pendidikan_pancasila"": 77, ""bahasa_indonesia"": 87, ""matematika"": 84, ""bahasa_inggris"": 82, ""fisika"": 89, ""kimia"": 76, ""biologi"": 73, ""sosiologi"": 89, ""ekonomi"": 79, ""geografi"": 93, ""pjok"": 99, ""informatika"": 85, ""seni_dan_prakarya"": 97}"
295,S025,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 66, ""pendidikan_pancasila"": 60, ""bahasa_indonesia"": 92, ""matematika"": 83, ""bahasa_inggris"": 95, ""fisika"": 98, ""kimia"": 98, ""biologi"": 78, ""sosiologi"": 79, ""ekonomi"": 66, ""geografi"": 90, ""pjok"": 64, ""informatika"": 81, ""seni_dan_prakarya"": 77}"
296,S025,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 100, ""pendidikan_pancasila"": 80, ""bahasa_indonesia"": 77, ""matematika"": 76, ""bahasa_inggris"": 79, ""fisika"": 72, ""kimia"": 69, ""biologi"": 93, ""sosiologi"": 75, ""ekonomi"": 63, ""geografi"": 98, ""pjok"": 85, ""informatika"": 80, ""seni_dan_prakarya"": 68}"
297,S025,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 61, ""pendidikan_pancasila"": 91, ""bahasa_indonesia"": 78, ""matematika"": 76, ""bahasa_inggris"": 86, ""fisika"": 85, ""kimia"": 84, ""biologi"": 62, ""sosiologi"": 97, ""ekonomi"": 96, ""geografi"": 72, ""pjok"": 81, ""informatika"": 74, ""seni_dan_prakarya"": 94}"
298,S025,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 100, ""pendidikan_pancasila"": 90, ""bahasa_indonesia"": 82, ""matematika"": 92, ""bahasa_inggris"": 79, ""fisika"": 70, ""kimia"": 95, ""biologi"": 71, ""sosiologi"": 78, ""ekonomi"": 66, ""geografi"": 90, ""pjok"": 68, ""informatika"": 76, ""seni_dan_prakarya"": 95}"
299,S025,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 71, ""pendidikan_pancasila"": 81, ""bahasa_indonesia"": 65, ""matematika"": 74, ""bahasa_inggris"": 82, ""fisika"": 74, ""kimia"": 79, ""biologi"": 86, ""sosiologi"": 81, ""ekonomi"": 83, ""geografi"": 76, ""pjok"": 97, ""informatika"": 78, ""seni_dan_prakarya"": 89}"
300,S025,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 67, ""pendidikan_pancasila"": 90, ""bahasa_indonesia"": 63, ""matematika"": 100, ""bahasa_inggris"": 97, ""fisika"": 97, ""kimia"": 99, ""biologi"": 64, ""sosiologi"": 90, ""ekonomi"": 72, ""geografi"": 92, ""pjok"": 67, ""informatika"": 84, ""seni_dan_prakarya"": 93}"
301,S026,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 79, ""pendidikan_pancasila"": 86, ""bahasa_indonesia"": 63, ""matematika"": 69, ""bahasa_inggris"": 68, ""fisika"": 72, ""kimia"": 81, ""biologi"": 86, ""sosiologi"": 96, ""ekonomi"": 89, ""geografi"": 69, ""pjok"": 80, ""informatika"": 71, ""seni_dan_prakarya"": 65}"
302,S026,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 91, ""pendidikan_pancasila"": 81, ""bahasa_indonesia"": 100, ""matematika"": 71, ""bahasa_inggris"": 80, ""fisika"": 100, ""kimia"": 63, ""biologi"": 60, ""sosiologi"": 88, ""ekonomi"": 77, ""geografi"": 73, ""pjok"": 70, ""informatika"": 96, ""seni_dan_prakarya"": 70}"
303,S026,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 91, ""pendidikan_pancasila"": 65, ""bahasa_indonesia"": 68, ""matematika"": 99, ""bahasa_inggris"": 87, ""fisika"": 100, ""kimia"": 87, ""biologi"": 85, ""sosiologi"": 87, ""ekonomi"": 90, ""geografi"": 84, ""pjok"": 60, ""informatika"": 62, ""seni_dan_prakarya"": 94}"
304,S026,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 72, ""pendidikan_pancasila"": 83, ""bahasa_indonesia"": 60, ""matematika"": 80, ""bahasa_inggris"": 93, ""fisika"": 72, ""kimia"": 61, ""biologi"": 60, ""sosiologi"": 100, ""ekonomi"": 75, ""geografi"": 74, ""pjok"": 82, ""informatika"": 79, ""seni_dan_prakarya"": 68}"
305,S026,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 66, ""pendidikan_pancasila"": 84, ""bahasa_indonesia"": 92, ""matematika"": 97, ""bahasa_inggris"": 79, ""fisika"": 70, ""kimia"": 64, ""biologi"": 62, ""sosiologi"": 79, ""ekonomi"": 78, ""geografi"": 89, ""pjok"": 93, ""informatika"": 98, ""seni_dan_prakarya"": 93}"
306,S026,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 81, ""pendidikan_pancasila"": 87, ""bahasa_indonesia"": 68, ""matematika"": 81, ""bahasa_inggris"": 91, ""fisika"": 82, ""kimia"": 72, ""biologi"": 70, ""sosiologi"": 85, ""ekonomi"": 61, ""geografi"": 74, ""pjok"": 74, ""informatika"": 68, ""seni_dan_prakarya"": 73}"
307,S026,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 61, ""pendidikan_pancasila"": 97, ""bahasa_indonesia"": 92, ""matematika"": 70, ""bahasa_inggris"": 67, ""fisika"": 83, ""kimia"": 62, ""biologi"": 84, ""sosiologi"": 100, ""ekonomi"": 76, ""geografi"": 94, ""pjok"": 99, ""informatika"": 63, ""seni_dan_prakarya"": 98}"
308,S026,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 63, ""pendidikan_pancasila"": 66, ""bahasa_indonesia"": 61, ""matematika"": 63, ""bahasa_inggris"": 67, ""fisika"": 86, ""kimia"": 88, ""biologi"": 84, ""sosiologi"": 67, ""ekonomi"": 95, ""geografi"": 76, ""pjok"": 90, ""informatika"": 69, ""seni_dan_prakarya"": 73}"
309,S026,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 100, ""pendidikan_pancasila"": 60, ""bahasa_indonesia"": 79, ""matematika"": 86, ""bahasa_inggris"": 66, ""fisika"": 93, ""kimia"": 77, ""biologi"": 99, ""sosiologi"": 98, ""ekonomi"": 68, ""geografi"": 86, ""pjok"": 66, ""informatika"": 92, ""seni_dan_prakarya"": 99}"
310,S026,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 67, ""pendidikan_pancasila"": 78, ""bahasa_indonesia"": 67, ""matematika"": 66, ""bahasa_inggris"": 91, ""fisika"": 72, ""kimia"": 98, ""biologi"": 72, ""sosiologi"": 76, ""ekonomi"": 93, ""geografi"": 72, ""pjok"": 82, ""informatika"": 86, ""seni_dan_prakarya"": 78}"
311,S026,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 70, ""pendidikan_pancasila"": 62, ""bahasa_indonesia"": 95, ""matematika"": 91, ""bahasa_inggris"": 73, ""fisika"": 90, ""kimia"": 81, ""biologi"": 75, ""sosiologi"": 60, ""ekonomi"": 60, ""geografi"": 65, ""pjok"": 67, ""informatika"": 96, ""seni_dan_prakarya"": 91}"
312,S026,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 69, ""pendidikan_pancasila"": 65, ""bahasa_indonesia"": 92, ""matematika"": 64, ""bahasa_inggris"": 66, ""fisika"": 76, ""kimia"": 74, ""biologi"": 89, ""sosiologi"": 78, ""ekonomi"": 76, ""geografi"": 89, ""pjok"": 63, ""informatika"": 66, ""seni_dan_prakarya"": 71}"
313,S027,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 62, ""pendidikan_pancasila"": 78, ""bahasa_indonesia"": 83, ""matematika"": 80, ""bahasa_inggris"": 87, ""fisika"": 67, ""kimia"": 66, ""biologi"": 62, ""sosiologi"": 60, ""ekonomi"": 68, ""geografi"": 70, ""pjok"": 81, ""informatika"": 82, ""seni_dan_prakarya"": 88}"
314,S027,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 99, ""pendidikan_pancasila"": 77, ""bahasa_indonesia"": 65, ""matematika"": 83, ""bahasa_inggris"": 81, ""fisika"": 71, ""kimia"": 67, ""biologi"": 85, ""sosiologi"": 85, ""ekonomi"": 89, ""geografi"": 77, ""pjok"": 84, ""informatika"": 90, ""seni_dan_prakarya"": 86}"
315,S027,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 70, ""pendidikan_pancasila"": 67, ""bahasa_indonesia"": 68, ""matematika"": 63, ""bahasa_inggris"": 70, ""fisika"": 66, ""kimia"": 86, ""biologi"": 97, ""sosiologi"": 90, ""ekonomi"": 96, ""geografi"": 88, ""pjok"": 71, ""informatika"": 99, ""seni_dan_prakarya"": 84}"
316,S027,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 82, ""pendidikan_pancasila"": 99, ""bahasa_indonesia"": 61, ""matematika"": 68, ""bahasa_inggris"": 90, ""fisika"": 91, ""kimia"": 67, ""biologi"": 86, ""sosiologi"": 88, ""ekonomi"": 62, ""geografi"": 64, ""pjok"": 76, ""informatika"": 80, ""seni_dan_prakarya"": 60}"
317,S027,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 93, ""pendidikan_pancasila"": 96, ""bahasa_indonesia"": 96, ""matematika"": 74, ""bahasa_inggris"": 81, ""fisika"": 93, ""kimia"": 93, ""biologi"": 99, ""sosiologi"": 66, ""ekonomi"": 87, ""geografi"": 75, ""pjok"": 90, ""informatika"": 82, ""seni_dan_prakarya"": 84}"
318,S027,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 69, ""pendidikan_pancasila"": 95, ""bahasa_indonesia"": 99, ""matematika"": 63, ""bahasa_inggris"": 60, ""fisika"": 70, ""kimia"": 92, ""biologi"": 90, ""sosiologi"": 91, ""ekonomi"": 70, ""geografi"": 64, ""pjok"": 91, ""informatika"": 80, ""seni_dan_prakarya"": 75}"
319,S027,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 81, ""pendidikan_pancasila"": 77, ""bahasa_indonesia"": 63, ""matematika"": 92, ""bahasa_inggris"": 74, ""fisika"": 95, ""kimia"": 84, ""biologi"": 85, ""sosiologi"": 75, ""ekonomi"": 65, ""geografi"": 89, ""pjok"": 88, ""informatika"": 96, ""seni_dan_prakarya"": 88}"
320,S027,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 65, ""pendidikan_pancasila"": 91, ""bahasa_indonesia"": 88, ""matematika"": 80, ""bahasa_inggris"": 67, ""fisika"": 91, ""kimia"": 61, ""biologi"": 66, ""sosiologi"": 85, ""ekonomi"": 86, ""geografi"": 62, ""pjok"": 95, ""informatika"": 95, ""seni_dan_prakarya"": 60}"
321,S027,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 65, ""pendidikan_pancasila"": 98, ""bahasa_indonesia"": 99, ""matematika"": 100, ""bahasa_inggris"": 79, ""fisika"": 92, ""kimia"": 95, ""biologi"": 73, ""sosiologi"": 89, ""ekonomi"": 81, ""geografi"": 83, ""pjok"": 63, ""informatika"": 74, ""seni_dan_prakarya"": 89}"
322,S027,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 81, ""pendidikan_pancasila"": 95, ""bahasa_indonesia"": 99, ""matematika"": 98, ""bahasa_inggris"": 90, ""fisika"": 83, ""kimia"": 88, ""biologi"": 67, ""sosiologi"": 66, ""ekonomi"": 74, ""geografi"": 60, ""pjok"": 81, ""informatika"": 82, ""seni_dan_prakarya"": 100}"
323,S027,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 78, ""pendidikan_pancasila"": 95, ""bahasa_indonesia"": 93, ""matematika"": 83, ""bahasa_inggris"": 66, ""fisika"": 62, ""kimia"": 70, ""biologi"": 91, ""sosiologi"": 68, ""ekonomi"": 86, ""geografi"": 66, ""pjok"": 76, ""informatika"": 99, ""seni_dan_prakarya"": 72}"
324,S027,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 72, ""pendidikan_pancasila"": 67, ""bahasa_indonesia"": 85, ""matematika"": 73, ""bahasa_inggris"": 89, ""fisika"": 72, ""kimia"": 81, ""biologi"": 66, ""sosiologi"": 86, ""ekonomi"": 62, ""geografi"": 100, ""pjok"": 97, ""informatika"": 67, ""seni_dan_prakarya"": 88}"
325,S028,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 89, ""pendidikan_pancasila"": 97, ""bahasa_indonesia"": 92, ""matematika"": 68, ""bahasa_inggris"": 91, ""fisika"": 60, ""kimia"": 93, ""biologi"": 63, ""sosiologi"": 95, ""ekonomi"": 87, ""geografi"": 97, ""pjok"": 90, ""informatika"": 92, ""seni_dan_prakarya"": 71}"
326,S028,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 97, ""pendidikan_pancasila"": 71, ""bahasa_indonesia"": 68, ""matematika"": 66, ""bahasa_inggris"": 84, ""fisika"": 98, ""kimia"": 98, ""biologi"": 80, ""sosiologi"": 92, ""ekonomi"": 84, ""geografi"": 86, ""pjok"": 98, ""informatika"": 75, ""seni_dan_prakarya"": 77}"
327,S028,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 85, ""pendidikan_pancasila"": 81, ""bahasa_indonesia"": 78, ""matematika"": 88, ""bahasa_inggris"": 68, ""fisika"": 68, ""kimia"": 86, ""biologi"": 98, ""sosiologi"": 92, ""ekonomi"": 79, ""geografi"": 95, ""pjok"": 80, ""informatika"": 95, ""seni_dan_prakarya"": 100}"
328,S028,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 73, ""pendidikan_pancasila"": 72, ""bahasa_indonesia"": 73, ""matematika"": 99, ""bahasa_inggris"": 78, ""fisika"": 82, ""kimia"": 68, ""biologi"": 71, ""sosiologi"": 92, ""ekonomi"": 94, ""geografi"": 100, ""pjok"": 80, ""informatika"": 67, ""seni_dan_prakarya"": 82}"
329,S028,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 95, ""pendidikan_pancasila"": 90, ""bahasa_indonesia"": 97, ""matematika"": 96, ""bahasa_inggris"": 86, ""fisika"": 94, ""kimia"": 78, ""biologi"": 87, ""sosiologi"": 60, ""ekonomi"": 93, ""geografi"": 66, ""pjok"": 61, ""informatika"": 84, ""seni_dan_prakarya"": 69}"
330,S028,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 63, ""pendidikan_pancasila"": 63, ""bahasa_indonesia"": 72, ""matematika"": 77, ""bahasa_inggris"": 70, ""fisika"": 78, ""kimia"": 76, ""biologi"": 69, ""sosiologi"": 63, ""ekonomi"": 78, ""geografi"": 73, ""pjok"": 94, ""informatika"": 62, ""seni_dan_prakarya"": 82}"
331,S028,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 88, ""pendidikan_pancasila"": 66, ""bahasa_indonesia"": 99, ""matematika"": 95, ""bahasa_inggris"": 74, ""fisika"": 95, ""kimia"": 84, ""biologi"": 75, ""sosiologi"": 92, ""ekonomi"": 78, ""geografi"": 63, ""pjok"": 84, ""informatika"": 84, ""seni_dan_prakarya"": 86}"
332,S028,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 80, ""pendidikan_pancasila"": 95, ""bahasa_indonesia"": 63, ""matematika"": 60, ""bahasa_inggris"": 76, ""fisika"": 72, ""kimia"": 99, ""biologi"": 88, ""sosiologi"": 74, ""ekonomi"": 100, ""geografi"": 83, ""pjok"": 97, ""informatika"": 94, ""seni_dan_prakarya"": 98}"
333,S028,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 72, ""pendidikan_pancasila"": 72, ""bahasa_indonesia"": 78, ""matematika"": 88, ""bahasa_inggris"": 71, ""fisika"": 64, ""kimia"": 71, ""biologi"": 71, ""sosiologi"": 92, ""ekonomi"": 67, ""geografi"": 84, ""pjok"": 62, ""informatika"": 87, ""seni_dan_prakarya"": 77}"
334,S028,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 95, ""pendidikan_pancasila"": 76, ""bahasa_indonesia"": 68, ""matematika"": 70, ""bahasa_inggris"": 97, ""fisika"": 76, ""kimia"": 60, ""biologi"": 81, ""sosiologi"": 89, ""ekonomi"": 69, ""geografi"": 62, ""pjok"": 69, ""informatika"": 80, ""seni_dan_prakarya"": 98}"
335,S028,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 63, ""pendidikan_pancasila"": 100, ""bahasa_indonesia"": 99, ""matematika"": 79, ""bahasa_inggris"": 91, ""fisika"": 96, ""kimia"": 95, ""biologi"": 82, ""sosiologi"": 64, ""ekonomi"": 80, ""geografi"": 93, ""pjok"": 74, ""informatika"": 71, ""seni_dan_prakarya"": 93}"
336,S028,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 64, ""pendidikan_pancasila"": 92, ""bahasa_indonesia"": 70, ""matematika"": 86, ""bahasa_inggris"": 94, ""fisika"": 94, ""kimia"": 85, ""biologi"": 65, ""sosiologi"": 82, ""ekonomi"": 74, ""geografi"": 73, ""pjok"": 81, ""informatika"": 81, ""seni_dan_prakarya"": 83}"
337,S029,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 78, ""pendidikan_pancasila"": 73, ""bahasa_indonesia"": 99, ""matematika"": 93, ""bahasa_inggris"": 90, ""fisika"": 95, ""kimia"": 60, ""biologi"": 67, ""sosiologi"": 82, ""ekonomi"": 88, ""geografi"": 75, ""pjok"": 99, ""informatika"": 99, ""seni_dan_prakarya"": 75}"
338,S029,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 62, ""pendidikan_pancasila"": 80, ""bahasa_indonesia"": 84, ""matematika"": 67, ""bahasa_inggris"": 84, ""fisika"": 76, ""kimia"": 94, ""biologi"": 78, ""sosiologi"": 61, ""ekonomi"": 93, ""geografi"": 83, ""pjok"": 92, ""informatika"": 92, ""seni_dan_prakarya"": 88}"
339,S029,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 91, ""pendidikan_pancasila"": 62, ""bahasa_indonesia"": 78, ""matematika"": 72, ""bahasa_inggris"": 80, ""fisika"": 92, ""kimia"": 65, ""biologi"": 66, ""sosiologi"": 70, ""ekonomi"": 94, ""geografi"": 94, ""pjok"": 60, ""informatika"": 100, ""seni_dan_prakarya"": 64}"
340,S029,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 73, ""pendidikan_pancasila"": 100, ""bahasa_indonesia"": 73, ""matematika"": 87, ""bahasa_inggris"": 66, ""fisika"": 73, ""kimia"": 94, ""biologi"": 87, ""sosiologi"": 64, ""ekonomi"": 69, ""geografi"": 61, ""pjok"": 89, ""informatika"": 81, ""seni_dan_prakarya"": 62}"
341,S029,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 65, ""pendidikan_pancasila"": 64, ""bahasa_indonesia"": 63, ""matematika"": 71, ""bahasa_inggris"": 76, ""fisika"": 95, ""kimia"": 64, ""biologi"": 96, ""sosiologi"": 74, ""ekonomi"": 76, ""geografi"": 86, ""pjok"": 84, ""informatika"": 88, ""seni_dan_prakarya"": 100}"
342,S029,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 85, ""pendidikan_pancasila"": 87, ""bahasa_indonesia"": 80, ""matematika"": 61, ""bahasa_inggris"": 84, ""fisika"": 67, ""kimia"": 94, ""biologi"": 60, ""sosiologi"": 99, ""ekonomi"": 64, ""geografi"": 97, ""pjok"": 62, ""informatika"": 64, ""seni_dan_prakarya"": 82}"
343,S029,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 92, ""pendidikan_pancasila"": 66, ""bahasa_indonesia"": 78, ""matematika"": 79, ""bahasa_inggris"": 98, ""fisika"": 65, ""kimia"": 78, ""biologi"": 88, ""sosiologi"": 84, ""ekonomi"": 85, ""geografi"": 61, ""pjok"": 90, ""informatika"": 70, ""seni_dan_prakarya"": 94}"
344,S029,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 74, ""pendidikan_pancasila"": 68, ""bahasa_indonesia"": 85, ""matematika"": 94, ""bahasa_inggris"": 78, ""fisika"": 100, ""kimia"": 69, ""biologi"": 79, ""sosiologi"": 83, ""ekonomi"": 60, ""geografi"": 95, ""pjok"": 95, ""informatika"": 69, ""seni_dan_prakarya"": 67}"
345,S029,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 62, ""pendidikan_pancasila"": 60, ""bahasa_indonesia"": 96, ""matematika"": 98, ""bahasa_inggris"": 85, ""fisika"": 94, ""kimia"": 95, ""biologi"": 65, ""sosiologi"": 79, ""ekonomi"": 73, ""geografi"": 82, ""pjok"": 73, ""informatika"": 86, ""seni_dan_prakarya"": 92}"
